Street,Avg_Latitude,Avg_Longitude,Total_Incidents,Avg_Congestion,Max_Congestion,Total_Injured,Point_Count
LOUISIANA AVENUE,40.649901,-73.888367,4,0.04,0.06,0,3
47 ROAD,40.74525,-73.95575,2,0.06,0.06,0,1
WARING AVENUE,40.861212,-73.860186,5,0.04,0.06,0,4
99 AVENUE,40.711904,-73.758455,8,0.03,0.06,0,7
125 AVENUE,40.679978,-73.774733,4,0.04,0.06,0,3
EAST 18 STREET,40.653311,-73.964135,6,0.04,0.06,0,5
56 STREET,40.670381,-73.970067,9,0.03,0.06,0,8
FOX STREET,40.822595,-73.89545,3,0.04,0.06,0,2
ROEBLING STREET,33.927162,-61.631852,7,0.03,0.06,0,6
COLUMBUS CIRCLE,40.768181,-73.98179,3,0.04,0.06,0,2
143 STREET,40.709308,-73.808047,9,0.03,0.06,0,8
WEST 89 STREET,33.991045,-61.643969,7,0.03,0.06,0,6
141 STREET,40.703598,-73.811408,8,0.03,0.06,0,7
122 STREET,40.701891,-73.826316,8,0.03,0.06,0,7
MADISON STREET,40.69779,-73.949428,14,0.03,0.06,0,13
50 AVENUE,40.739984,-73.927059,11,0.03,0.06,0,10
WEST 236 STREET,40.886626,-73.908355,3,0.04,0.06,0,2
BRIGHTON 3 STREET,40.58313,-73.9654,2,0.06,0.06,0,1
221 STREET,40.703816,-73.747503,9,0.03,0.06,0,8
PARKVILLE AVENUE,40.627975,-73.97753,2,0.06,0.06,0,1
EAST 45 STREET,40.700805,-73.957496,6,0.04,0.06,0,5
EAST 11 STREET,40.684014,-73.980437,4,0.04,0.06,0,3
24 STREET,40.71577,-73.963013,6,0.04,0.06,0,5
VERNON AVENUE,40.695035,-73.945611,5,0.04,0.06,0,4
EAST 107 STREET,40.793148,-73.946333,4,0.04,0.06,0,3
142 STREET,40.683054,-73.802014,9,0.03,0.06,0,8
MILFORD STREET,40.673963,-73.876951,5,0.04,0.06,0,4
43 ROAD,40.75172,-73.949858,3,0.04,0.06,0,2
WEST 148 STREET,40.825656,-73.942657,5,0.04,0.06,0,4
BAY 11 STREET,40.605421,-74.01337,3,0.04,0.06,0,2
BENSON AVENUE,40.601646,-73.997945,10,0.03,0.06,0,9
SAINT JAMES PLACE,40.693815,-73.975953,4,0.04,0.06,0,3
RHINELANDER AVENUE,40.848802,-73.861833,7,0.03,0.06,0,6
229 STREET,40.68225,-73.738098,4,0.04,0.06,0,3
SPRING STREET,40.723329,-73.999853,6,0.04,0.06,0,5
FRESH POND ROAD,40.710578,-73.89913,9,0.03,0.06,0,8
EAST 33 STREET,40.703099,-73.968191,4,0.04,0.06,0,3
OLINVILLE AVENUE,40.87284,-73.868212,4,0.04,0.06,0,3
CONCORD STREET,40.697758,-73.983973,4,0.04,0.06,0,3
42 AVENUE,40.753639,-73.826964,6,0.04,0.06,0,5
GUERLAIN STREET,40.840231,-73.863317,3,0.04,0.06,0,2
144 ROAD,40.66786,-73.76656,2,0.06,0.06,0,1
77 AVENUE,40.720298,-73.817551,7,0.03,0.06,0,6
93 AVENUE,40.710586,-73.773629,7,0.03,0.06,0,6
WEST 85 STREET,40.787329,-73.976293,3,0.04,0.06,0,2
CENTRAL PARK SOUTH,40.76681,-73.97894,4,0.04,0.06,0,3
BEACH 13 STREET,40.59616,-73.74713,2,0.06,0.06,0,1
LEE AVENUE,35.61555,-64.712843,9,0.03,0.06,0,8
MASPETH AVENUE,40.720509,-73.920929,9,0.03,0.06,0,8
CARROLL STREET,40.670314,-73.955472,7,0.03,0.06,0,6
BEACH 36 STREET,40.596207,-73.768745,2,0.06,0.06,0,1
EAST 178 STREET,40.848575,-73.898082,5,0.04,0.06,0,4
CROWN STREET,40.665314,-73.933,5,0.04,0.06,0,4
64 STREET,40.660458,-73.962478,15,0.03,0.06,0,14
CLEVELAND PLACE,40.721447,-73.997406,2,0.06,0.06,0,1
COMMERCE AVENUE,40.83528,-73.84,3,0.04,0.06,0,2
128 STREET,40.719589,-73.82318,6,0.04,0.06,0,5
AMITY STREET,40.68943,-73.99688,2,0.06,0.06,0,1
132 AVENUE,40.67336,-73.78062,3,0.04,0.06,0,2
NEVINS STREET,40.682749,-73.984925,9,0.03,0.06,0,8
WATER STREET,40.68941,-74.017092,6,0.04,0.06,0,5
59 DRIVE,40.717415,-73.907458,3,0.04,0.06,0,2
EAST DRIVE,40.662407,-73.96516,2,0.06,0.06,0,1
CABRINI BOULEVARD,40.852712,-73.939438,6,0.04,0.06,0,5
W 49 ST,40.762427,-73.988375,2,0.03,0.03,0,2
147 AVENUE,40.658757,-73.751994,5,0.03,0.03,0,5
CROSS BRONX EXPY RAMP,40.834114,-73.86327,1,0.03,0.03,0,1
LINCOLN STREET,40.676649,-73.80757,2,0.03,0.03,0,2
STILLWELL AVE,40.58481,-73.983,1,0.03,0.03,0,1
RIDGE BOULEVARD,40.638456,-74.027625,2,0.03,0.03,0,2
83 AVENUE,40.73421,-73.729113,7,0.03,0.03,0,7
OCEAN AVE,40.623538,-73.955977,6,0.03,0.03,0,6
202 STREET,40.731451,-73.767718,6,0.03,0.03,0,6
WEST 254 STREET,40.90167,-73.90612,1,0.03,0.03,0,1
E 153 ST,40.824062,-73.92814,1,0.03,0.03,0,1
E 117 ST,40.79668,-73.93491,1,0.03,0.03,0,1
E 42 ST,40.75212,-73.97768,1,0.03,0.03,0,1
EAST 17 STREET,40.674538,-73.972805,6,0.03,0.03,0,6
OCEAN TER,40.607895,-74.10153,1,0.03,0.03,0,1
90 STREET,40.702082,-73.88317,8,0.03,0.03,0,8
VETERANS AVENUE,40.61964,-73.91578,1,0.03,0.03,0,1
SMITH STREET,40.683349,-73.992614,11,0.03,0.03,0,11
FAILE STREET,40.816635,-73.887387,6,0.03,0.03,0,6
MCCLEAN AVENUE,40.597268,-74.068828,4,0.03,0.03,0,4
SHEA RD,40.75296,-73.8512,1,0.03,0.03,0,1
KINGSBURY AVENUE,40.736086,-73.755792,2,0.03,0.03,0,2
E NEW YORK AVE,40.670822,-73.914211,4,0.03,0.03,0,4
150 AVE,40.666912,-73.82201,1,0.03,0.03,0,1
66 STREET,40.658459,-73.971993,13,0.03,0.03,0,13
PARK LANE SOUTH,40.700573,-73.848686,9,0.03,0.03,0,9
20 ROAD,40.778948,-73.854123,2,0.03,0.03,0,2
114 ST,40.710522,-73.840958,2,0.03,0.03,0,2
RUTLEDGE STREET,40.700233,-73.95988,1,0.03,0.03,0,1
9 STREET,40.707878,-73.969132,5,0.03,0.03,0,5
117 STREET,40.681362,-73.823923,6,0.03,0.03,0,6
CORLEAR AVE,40.882877,-73.90495,1,0.03,0.03,0,1
LAMPORT BOULEVARD,40.592678,-74.07598,1,0.03,0.03,0,1
EAST 46 STREET,40.715652,-73.959608,6,0.03,0.03,0,6
PARK AVE S,40.73656,-73.98901,1,0.03,0.03,0,1
AUSTIN STREET,40.720503,-73.84743,10,0.03,0.03,0,10
GRAND ST,40.712145,-73.949307,3,0.03,0.03,0,3
E 98 ST,40.650505,-73.906788,2,0.03,0.03,0,2
EAST 166 STREET,40.829418,-73.911621,8,0.03,0.03,0,8
E 123 ST,40.802395,-73.93677,1,0.03,0.03,0,1
SPRATT AVENUE,40.558273,-74.13488,1,0.03,0.03,0,1
TIEBOUT AVENUE,40.85821,-73.896495,3,0.03,0.03,0,3
ARMSTRONG AVENUE,40.549813,-74.159045,8,0.03,0.03,0,8
SITKA STREET,40.67332,-73.8464,1,0.03,0.03,0,1
AUTUMN AVENUE,40.676086,-73.868273,3,0.03,0.03,0,3
84 PLACE,40.72201,-73.86907,1,0.03,0.03,0,1
33 STREET,37.362035,-67.764568,12,0.03,0.03,0,12
SELFRIDGE STREET,40.71382,-73.85676,1,0.03,0.03,0,1
5 AVE,40.742169,-73.973853,7,0.03,0.03,0,7
SOUTHGATE STREET,40.672638,-73.758575,1,0.03,0.03,0,1
ROCKAWAY POINT BOULEVARD,40.560825,-73.91322,1,0.03,0.03,0,1
86 ST,40.605578,-73.99987,6,0.03,0.03,0,6
E 233 ST,40.890342,-73.84723,2,0.03,0.03,0,2
PALISADE AVENUE,40.895936,-73.91446,2,0.03,0.03,0,2
MILES AVENUE,20.41025,-36.905915,2,0.03,0.03,0,2
EAST 50 STREET,40.756028,-73.97126,2,0.03,0.03,0,2
NASSAU STREET,40.705038,-73.994931,4,0.03,0.03,0,4
E 109 ST,40.792523,-73.940962,2,0.03,0.03,0,2
WEST 166 STREET,40.835589,-73.927761,3,0.03,0.03,0,3
22 AVENUE,40.779926,-73.83935,4,0.03,0.03,0,4
8 AVE,40.730663,-73.997541,6,0.03,0.03,0,6
EAST 105 STREET,40.70383,-73.91423,5,0.03,0.03,0,5
26 AVENUE,40.729733,-73.85547,8,0.03,0.03,0,8
TILDEN AVE,40.647034,-73.94528,1,0.03,0.03,0,1
ALBANY AVE,40.660287,-73.93924,2,0.03,0.03,0,2
WEST 112 STREET,40.80171,-73.956891,4,0.03,0.03,0,4
LEWIS AVENUE,40.692697,-73.930404,13,0.03,0.03,0,13
182 PLACE,40.710617,-73.778752,2,0.03,0.03,0,2
15 AVENUE,40.657922,-73.964128,20,0.03,0.03,0,20
209 STREET,40.732808,-73.761573,3,0.03,0.03,0,3
HILLCREST AVENUE,40.545753,-74.151634,1,0.03,0.03,0,1
W FARMS RD,40.830643,-73.885635,1,0.03,0.03,0,1
WEST 206 STREET,40.863018,-73.917564,1,0.03,0.03,0,1
AUGUSTINA AVENUE,40.606396,-73.75176,1,0.03,0.03,0,1
EAST 89 STREET,34.913697,-63.373506,7,0.03,0.03,0,7
LORING PLACE NORTH,40.86032,-73.90944,1,0.03,0.03,0,1
MARION AVENUE,40.86492,-73.889472,9,0.03,0.03,0,9
UNDERHILL AVENUE,40.801331,-73.840795,4,0.03,0.03,0,4
RUSSELL STREET,27.153079,-49.29678,3,0.03,0.03,0,3
HONEYWELL STREET,40.74706,-73.929344,1,0.03,0.03,0,1
BELKNAP STREET,40.678192,-73.759317,2,0.03,0.03,0,2
CHERRY AVENUE,40.75806,-73.81402,1,0.03,0.03,0,1
PEARL STREET,40.705063,-73.995371,10,0.03,0.03,0,10
EAST 56 STREET,40.661901,-73.93149,6,0.03,0.03,0,6
KINGSBRIDGE AVENUE,40.879897,-73.906485,3,0.03,0.03,0,3
BRADY AVENUE,40.85238,-73.866162,3,0.03,0.03,0,3
RALPH AVE,40.650305,-73.920114,6,0.03,0.03,0,6
60 PLACE,40.709408,-73.901993,3,0.03,0.03,0,3
CEDAR STREET,40.702754,-73.970385,4,0.03,0.03,0,4
SUTTER AVE,40.672394,-73.851765,3,0.03,0.03,0,3
EAST 3 STREET,40.68541,-73.982081,12,0.03,0.03,0,12
DEARBORN COURT,40.666363,-73.95223,1,0.03,0.03,0,1
HOWARD AVE,40.674325,-73.920222,3,0.03,0.03,0,3
CURTIS STREET,40.763332,-73.864105,1,0.03,0.03,0,1
CYPRESS AVE,40.705625,-73.915512,2,0.03,0.03,0,2
185 STREET,40.72503,-73.781773,2,0.03,0.03,0,2
MARSH AVENUE,40.579514,-74.16325,2,0.03,0.03,0,2
NORTH 4 STREET,40.716467,-73.959993,3,0.03,0.03,0,3
139 STREET,40.687655,-73.80637,5,0.03,0.03,0,5
46 ST,40.64992,-74.01225,1,0.03,0.03,0,1
149 AVENUE,40.664022,-73.79789,10,0.03,0.03,0,10
73 AVENUE,40.732289,-73.78818,12,0.03,0.03,0,12
AVENUE N,40.620754,-73.929012,18,0.03,0.03,0,18
EAST 195 STREET,40.865303,-73.89006,1,0.03,0.03,0,1
ARLINGTON AVENUE,40.702716,-73.92595,8,0.03,0.03,0,8
EAST 204 STREET,40.873128,-73.879696,4,0.03,0.03,0,4
124 ST,40.73557,-73.830345,2,0.03,0.03,0,2
LAUREL HILL BLVD,40.735485,-73.917465,1,0.03,0.03,0,1
EAST 216 STREET,32.705157,-59.091334,5,0.03,0.03,0,5
BOGARDUS PLACE,40.85874,-73.93012,1,0.03,0.03,0,1
BRISTOL STREET,40.660711,-73.910382,5,0.03,0.03,0,5
68 DRIVE,40.728201,-73.837167,2,0.03,0.03,0,2
EAST 240 STREET,40.901586,-73.861341,4,0.03,0.03,0,4
218 STREET,40.697792,-73.742674,4,0.03,0.03,0,4
WESTCOTT BOULEVARD,40.614937,-74.12742,1,0.03,0.03,0,1
BEACH 69 STREET,40.593519,-73.798215,2,0.03,0.03,0,2
MACLAY AVENUE,40.842094,-73.84836,1,0.03,0.03,0,1
100 STREET,40.716286,-73.853086,7,0.03,0.03,0,7
COFFEY STREET,40.67812,-74.016914,1,0.03,0.03,0,1
156 STREET,40.745186,-73.806702,5,0.03,0.03,0,5
PARK AVENUE VIA,40.754055,-73.97628,1,0.03,0.03,0,1
BEEKMAN STREET,40.708706,-74.004147,3,0.03,0.03,0,3
STADIUM AVENUE,40.8485,-73.820496,1,0.03,0.03,0,1
BUSHWICK AVE,40.692147,-73.922647,7,0.03,0.03,0,7
LAGUARDIA AVENUE,40.605993,-74.118095,2,0.03,0.03,0,2
CARPENTER AVENUE,40.891255,-73.861952,5,0.03,0.03,0,5
66 AVENUE,40.725884,-73.855989,6,0.03,0.03,0,6
TILLOTSON AVENUE,40.881635,-73.829745,5,0.03,0.03,0,5
BARLOW AVENUE,40.559133,-74.156458,4,0.03,0.03,0,4
157 STREET,40.714977,-73.797207,9,0.03,0.03,0,9
FITCHETT STREET,20.359247,-36.93048,2,0.03,0.03,0,2
BIVONA STREET,40.88205,-73.83224,1,0.03,0.03,0,1
EDSON AVE,40.862644,-73.8316,1,0.03,0.03,0,1
MARCY PLACE,40.838045,-73.916167,2,0.03,0.03,0,2
BEACH 91 STREET,40.588997,-73.81629,1,0.03,0.03,0,1
WEST 205 STREET,40.869684,-73.90384,2,0.03,0.03,0,2
29 AVENUE,40.772164,-73.800885,5,0.03,0.03,0,5
LORING PL N,40.860306,-73.909485,1,0.03,0.03,0,1
BAY RIDGE PKWY,40.621635,-74.00963,1,0.03,0.03,0,1
GARFIELD PLACE,40.672319,-73.97706,2,0.03,0.03,0,2
ELLIS AVENUE,40.832306,-73.85371,3,0.03,0.03,0,3
MONTEREY AVENUE,40.850243,-73.89314,1,0.03,0.03,0,1
HIMROD STREET,30.526602,-55.438374,4,0.03,0.03,0,4
BUTLER STREET,40.682063,-73.986762,2,0.03,0.03,0,2
75 STREET,40.723927,-73.89582,11,0.03,0.03,0,11
1 STREET,40.676056,-73.986652,3,0.03,0.03,0,3
261 STREET,40.739338,-73.7081,1,0.03,0.03,0,1
75 AVENUE,40.723579,-73.814093,6,0.03,0.03,0,6
HEATH AVE,40.87584,-73.90313,1,0.03,0.03,0,1
STANLEY AVE,40.653454,-73.897606,1,0.03,0.03,0,1
DIX PLACE,40.619717,-74.07949,1,0.03,0.03,0,1
182 STREET,40.684078,-73.772882,4,0.03,0.03,0,4
EAST 41 STREET,40.7498,-73.974232,5,0.03,0.03,0,5
CROCHERON AVENUE,40.76326,-73.792718,2,0.03,0.03,0,2
PAERDEGAT AVENUE NORTH,40.629973,-73.908825,4,0.03,0.03,0,4
CHURCH AVE,40.651179,-73.941733,4,0.03,0.03,0,4
TYSENS LANE,40.56571,-74.119426,6,0.03,0.03,0,6
LELAND AVENUE,40.831804,-73.863385,2,0.03,0.03,0,2
BRINSMADE AVENUE,40.823331,-73.825905,2,0.03,0.03,0,2
HARLEM RIVER DRIVE RAMP,40.805723,-73.932025,2,0.03,0.03,0,2
179 STREET,40.701533,-73.775343,5,0.03,0.03,0,5
POINT CRESCENT,40.791416,-73.829285,1,0.03,0.03,0,1
WILCOX STREET,40.62459,-74.15895,1,0.03,0.03,0,1
PITKIN AVE,40.671611,-73.897695,3,0.03,0.03,0,3
RICHARDSON STREET,40.719948,-73.93862,2,0.03,0.03,0,2
38 AVENUE,40.754621,-73.894373,11,0.03,0.03,0,11
VICTORY BLVD,40.610044,-74.14769,3,0.03,0.03,0,3
79 ST,40.608566,-73.99413,1,0.03,0.03,0,1
70 AVENUE,40.710329,-73.871856,4,0.03,0.03,0,4
151 AVENUE,40.668222,-73.847963,3,0.03,0.03,0,3
106 AVENUE,40.697892,-73.788602,5,0.03,0.03,0,5
BATTERY PLACE,40.705589,-74.015467,3,0.03,0.03,0,3
NOSTRAND AVE,40.663125,-73.949862,4,0.03,0.03,0,4
E 94 ST,40.78389,-73.95029,1,0.03,0.03,0,1
54 AVENUE,40.748075,-73.80411,2,0.03,0.03,0,2
TRUXTON STREET,40.812817,-73.89198,1,0.03,0.03,0,1
ELDERT LN,40.68192,-73.86602,1,0.03,0.03,0,1
265 STREET,40.740128,-73.704414,1,0.03,0.03,0,1
EAST 27 STREET,40.685222,-73.966741,4,0.03,0.03,0,4
LOGAN STREET,40.677399,-73.876797,6,0.03,0.03,0,6
AVENUE H,40.632308,-73.936977,7,0.03,0.03,0,7
CRAWFORD AVE,40.592075,-73.96298,1,0.03,0.03,0,1
205 STREET,40.706634,-73.752763,7,0.03,0.03,0,7
EAST 31 STREET,40.647854,-73.950502,10,0.03,0.03,0,10
BREHAUT AVENUE,40.512524,-74.2388,1,0.03,0.03,0,1
NORTHERN BLVD,40.759104,-73.815531,10,0.03,0.03,0,10
EAST 206 STREET,40.875396,-73.8826,2,0.03,0.03,0,2
INTERVALE AVENUE,40.8261,-73.895922,4,0.03,0.03,0,4
SEDGWICK PLACE,40.64032,-74.02841,1,0.03,0.03,0,1
WEST 163 STREET,40.836775,-73.93971,2,0.03,0.03,0,2
KELLY BOULEVARD,40.586117,-74.154925,2,0.03,0.03,0,2
TIMPSON PLACE,40.81218,-73.9011,1,0.03,0.03,0,1
E 57 ST,40.760389,-73.967855,3,0.03,0.03,0,3
PORT RICHMOND AVENUE,40.635,-74.135688,4,0.03,0.03,0,4
LOGAN AVENUE,40.831551,-73.823895,2,0.03,0.03,0,2
REDGRAVE AVENUE,40.551857,-74.135284,1,0.03,0.03,0,1
118 ROAD,40.68678,-73.770398,2,0.03,0.03,0,2
HICKORY AVENUE,40.592697,-74.07182,1,0.03,0.03,0,1
23 STREET,40.733379,-73.951854,8,0.03,0.03,0,8
WEST 171 STREET,40.842854,-73.935658,5,0.03,0.03,0,5
COLGATE AVENUE,40.82311,-73.88076,1,0.03,0.03,0,1
MORANI STREET,40.60805,-74.15736,1,0.03,0.03,0,1
ADEE AVENUE,40.87021,-73.846141,7,0.03,0.03,0,7
12 AVE,40.785191,-73.984015,2,0.03,0.03,0,2
87 STREET,40.684437,-73.893516,5,0.03,0.03,0,5
GROVE STREET,40.699326,-73.914206,7,0.03,0.03,0,7
WEST 77 STREET,40.781642,-73.978807,5,0.03,0.03,0,5
102 ST,40.74945,-73.863152,3,0.03,0.03,0,3
E 105 ST,40.643353,-73.890035,2,0.03,0.03,0,2
EAST 84 STREET,40.705651,-73.92944,2,0.03,0.03,0,2
EAST 71 STREET,40.767512,-73.957441,3,0.03,0.03,0,3
DAHILL ROAD,40.622256,-73.976611,7,0.03,0.03,0,7
ELM AVENUE,40.75613,-73.81559,1,0.03,0.03,0,1
150 ST,40.707796,-73.807272,4,0.03,0.03,0,4
213 STREET,40.743485,-73.760305,2,0.03,0.03,0,2
CRESCENT AVENUE,40.8535,-73.888664,1,0.03,0.03,0,1
ALBANY CRESCENT,40.876759,-73.902395,2,0.03,0.03,0,2
FAIRFIELD AVENUE,40.883194,-73.9143,1,0.03,0.03,0,1
E 214 ST,40.87757,-73.85643,1,0.03,0.03,0,1
NEWTOWN ROAD,40.761578,-73.914535,2,0.03,0.03,0,2
DRUMGOOLE ROAD EAST,40.543042,-74.188447,6,0.03,0.03,0,6
HASSOCK STREET,40.609535,-73.75372,1,0.03,0.03,0,1
MONTGOMERY AVENUE,40.796766,-73.96002,4,0.03,0.03,0,4
PALMER AVENUE,40.870095,-73.83071,2,0.03,0.03,0,2
PLIMPTON AVENUE,40.842753,-73.92287,3,0.03,0.03,0,3
E 55 ST,40.695066,-73.94822,2,0.03,0.03,0,2
CONEY ISLAND AVE,40.614857,-73.964394,7,0.03,0.03,0,7
2 STREET,40.71386,-73.967464,6,0.03,0.03,0,6
EAST 39 STREET,40.718582,-73.966517,7,0.03,0.03,0,7
FRESH MEADOW LANE,40.742604,-73.796173,3,0.03,0.03,0,3
TYNDALL AVENUE,40.911236,-73.90009,1,0.03,0.03,0,1
BARCLAY AVENUE,40.682033,-73.936863,3,0.03,0.03,0,3
BEACH AVENUE,40.57125,-74.1199,1,0.03,0.03,0,1
HARLEM RIVER DR,40.8116,-73.93489,1,0.03,0.03,0,1
OVERLOOK TERRACE,40.855345,-73.935565,2,0.03,0.03,0,2
EAST 211 STREET,40.876858,-73.862342,5,0.03,0.03,0,5
WEST 164 STREET,40.838425,-73.941696,1,0.03,0.03,0,1
141 AVENUE,40.668754,-73.750767,4,0.03,0.03,0,4
STEWART AVENUE,40.714207,-73.92817,1,0.03,0.03,0,1
KANE STREET,40.6867,-73.9982,1,0.03,0.03,0,1
MEAGHER AVENUE,40.82081,-73.81236,1,0.03,0.03,0,1
ST JOHNS PL,40.670733,-73.93372,2,0.03,0.03,0,2
PARK ROW,40.711815,-74.006743,3,0.03,0.03,0,3
85 AVENUE,40.704006,-73.828278,6,0.03,0.03,0,6
WILLIAM STREET,40.708272,-74.007643,4,0.03,0.03,0,4
CABOT ROAD,40.693844,-73.89692,1,0.03,0.03,0,1
EAST 75 STREET,40.772599,-73.961333,3,0.03,0.03,0,3
ST ANNS AVE,40.812627,-73.913905,2,0.03,0.03,0,2
67 AVENUE,40.737689,-73.788805,10,0.03,0.03,0,10
BEDFORD AVE,40.669243,-73.955347,10,0.03,0.03,0,10
INWOOD AVENUE,40.842439,-73.917617,3,0.03,0.03,0,3
CYPRESS HILLS STREET,40.698732,-73.889377,3,0.03,0.03,0,3
WEST 59 STREET,40.769443,-73.985289,5,0.03,0.03,0,5
REGINA AVENUE,40.603863,-73.7561,1,0.03,0.03,0,1
CLAY AVENUE,40.831792,-73.910939,4,0.03,0.03,0,4
CASS PLACE,40.582268,-73.955555,2,0.03,0.03,0,2
WINFIELD AVENUE,40.599052,-74.08223,1,0.03,0.03,0,1
MERRILL STREET,40.735297,-73.804588,3,0.03,0.03,0,3
AQUEDUCT AVE E,40.859678,-73.906535,2,0.03,0.03,0,2
POPLAR AVENUE,40.748783,-73.81279,1,0.03,0.03,0,1
PLEASANTVIEW STREET,40.71617,-73.882385,1,0.03,0.03,0,1
NORTH HENRY STREET,40.724355,-73.943353,2,0.03,0.03,0,2
NEWPORT AVENUE,40.57588,-73.85486,1,0.03,0.03,0,1
MANHATTAN BR UPPER,40.7092,-73.9919,1,0.03,0.03,0,1
MIDWOOD STREET,40.66012,-73.95058,1,0.03,0.03,0,1
87 AVENUE,40.706671,-73.813742,3,0.03,0.03,0,3
119 AVE,40.69041,-73.75556,1,0.03,0.03,0,1
28 AVENUE,40.768812,-73.868728,9,0.03,0.03,0,9
JEROME STREET,40.671785,-73.88565,6,0.03,0.03,0,6
E 163 ST,40.820972,-73.89284,1,0.03,0.03,0,1
JESUP AVENUE,40.845062,-73.91839,1,0.03,0.03,0,1
NEWKIRK AVENUE,40.638274,-73.954801,6,0.03,0.03,0,6
96 STREET,40.711347,-73.855334,9,0.03,0.03,0,9
5 ST,40.745945,-73.95551,1,0.03,0.03,0,1
BURNS STREET,40.720725,-73.849373,2,0.03,0.03,0,2
FOREST HILL ROAD,40.588488,-74.148018,4,0.03,0.03,0,4
E 96 ST,40.7849,-73.948638,2,0.03,0.03,0,2
84 AVENUE,40.708271,-73.826273,2,0.03,0.03,0,2
67 ROAD,40.722155,-73.85549,2,0.03,0.03,0,2
116 AVE,40.679911,-73.802188,2,0.03,0.03,0,2
CORNELIA STREET,40.696093,-73.9097,3,0.03,0.03,0,3
DRUMGOOLE ROAD WEST,40.546698,-74.186867,6,0.03,0.03,0,6
W 57 ST,40.766716,-73.98288,1,0.03,0.03,0,1
QUEENS BLVD,40.728467,-73.860092,5,0.03,0.03,0,5
WEST 216 STREET,40.87022,-73.9147,1,0.03,0.03,0,1
FOUR CORNERS ROAD,40.591897,-74.107311,5,0.03,0.03,0,5
113 AVENUE,40.701926,-73.753095,4,0.03,0.03,0,4
SUNNYSIDE AVENUE,40.682484,-73.89029,1,0.03,0.03,0,1
EAST MOSHOLU PARKWAY NORTH,32.69933,-59.104923,5,0.03,0.03,0,5
AVENUE A,40.683884,-73.945203,7,0.03,0.03,0,7
2 AVE,40.69965,-73.990273,5,0.03,0.03,0,5
E 13 ST,40.73398,-73.990944,1,0.03,0.03,0,1
BRYANT AVENUE,40.825163,-73.8868,7,0.03,0.03,0,7
TAYLOR AVENUE,40.833672,-73.866027,3,0.03,0.03,0,3
TARGEE ST,40.614025,-74.084785,1,0.03,0.03,0,1
WEST 9 STREET,40.641773,-73.991975,2,0.03,0.03,0,2
W 207 ST,40.865696,-73.919358,3,0.03,0.03,0,3
75 ROAD,40.726036,-73.80858,1,0.03,0.03,0,1
BEACH 90 STREET,40.58624,-73.8132,1,0.03,0.03,0,1
CHRISTOPHER LANE,40.608433,-74.15544,1,0.03,0.03,0,1
LAFAYETTE AVE,40.82457,-73.839096,1,0.03,0.03,0,1
MARATHON PARKWAY,40.758343,-73.73062,1,0.03,0.03,0,1
INDEPENDENCE AVENUE,40.738513,-74.040045,2,0.03,0.03,0,2
88 STREET,40.70544,-73.885419,8,0.03,0.03,0,8
BAY 17 STREET,40.606014,-74.00517,1,0.03,0.03,0,1
25 STREET,40.66047,-73.998024,1,0.03,0.03,0,1
ROOSEVELT AVE,40.75155,-73.86859,6,0.03,0.03,0,6
145 STREET,40.682485,-73.798609,5,0.03,0.03,0,5
WICKHAM AVENUE,40.89193,-73.848076,1,0.03,0.03,0,1
183 STREET,40.707819,-73.776832,5,0.03,0.03,0,5
135 AVENUE,40.671888,-73.778695,17,0.03,0.03,0,17
EAST 78 STREET,40.634552,-73.91477,1,0.03,0.03,0,1
HOLLAND AVENUE,40.865112,-73.865156,5,0.03,0.03,0,5
PARK TERRACE EAST,40.8716,-73.91507,1,0.03,0.03,0,1
ARGYLE ROAD,40.6496,-73.96792,1,0.03,0.03,0,1
136 STREET,40.730157,-73.82575,3,0.03,0.03,0,3
SIMPSON ST,40.820972,-73.89284,1,0.03,0.03,0,1
150 ROAD,40.65616,-73.76736,1,0.03,0.03,0,1
EAST 137 STREET,40.806522,-73.918875,4,0.03,0.03,0,4
COVERT STREET,40.692175,-73.90655,2,0.03,0.03,0,2
EAST 24 STREET,40.641937,-73.956671,4,0.03,0.03,0,4
LABURNUM AVENUE,40.75193,-73.808914,1,0.03,0.03,0,1
WALNUT AVENUE,40.800439,-73.91087,2,0.03,0.03,0,2
145 ROAD,40.664203,-73.766135,4,0.03,0.03,0,4
82 AVENUE,40.728144,-73.764992,2,0.03,0.03,0,2
BOOTH STREET,40.729573,-73.866076,3,0.03,0.03,0,3
169 PLACE,40.696625,-73.7849,1,0.03,0.03,0,1
ENGLEWOOD AVENUE,40.531425,-74.21779,1,0.03,0.03,0,1
44 AVENUE,40.751117,-73.866205,3,0.03,0.03,0,3
138 PLACE,40.698683,-73.81212,3,0.03,0.03,0,3
231 STREET,40.677176,-73.738726,4,0.03,0.03,0,4
MORRIS AVE,40.832928,-73.915369,3,0.03,0.03,0,3
SAINT JOHNS AVENUE,40.606594,-74.0754,1,0.03,0.03,0,1
SHORE PKWY,40.608222,-73.920605,2,0.03,0.03,0,2
81 AVENUE,40.741894,-73.71543,2,0.03,0.03,0,2
STEUBEN STREET,40.602322,-74.076887,2,0.03,0.03,0,2
138 AVENUE,40.670724,-73.750405,2,0.03,0.03,0,2
211 STREET,40.743986,-73.763907,5,0.03,0.03,0,5
89 STREET,40.688399,-73.874391,10,0.03,0.03,0,10
